talent_city,talent_state
Tampa,Florida
Austin,Texas
Milpitas,California
Boca Raton,Florida
Charlotte,North Carolina
San Diego,California
New York,New York
Otto,New York
Austin,Texas
San Antonio,Texas
Okatie,South Carolina
Snellville,Georgia
Levittown,New York
Muskego,Wisconsin
Wilmington,Delaware
Maitland,Florida
Broken Arrow,Oklahoma
New Ipswich,New Hampshire
Weston,Massachusetts
Idaho Falls,Idaho
Chicago,Illinois
East Brunswick,New Jersey
New York,New York
Dallas,Texas
Waxhaw,North Carolina
Greater Chicago,
Phoenix,Arizona
New York,New York
Columbus,Ohio
,
Atlanta Metropolitan,
Alexandria,Virginia
Addison,Illinois
Costa Mesa,California
Redwood,Virginia
Columbus,Ohio
Ontario,California
New York,New York
Washington Dc-Baltimore,
Sewickley,Pennsylvania
Dallas,Texas
Haymarket,Virginia
Hingham,Massachusetts
New York,New York
Atlanta,Georgia
Perry,Georgia
New York,New York
Fort Lauderdale,Florida
Chicago,Illinois
Atherton,California
Atlanta,Georgia
Greater Milwaukee,
Corpus Christi,Texas
Greater Madison,
Washington Dc-Baltimore,
New York,New York
Rancho Cucamonga,California
Denville,New Jersey
Washington Dc-Baltimore,
,
New York,New York
,
Suwanee,Georgia
Omaha,Nebraska
New York,New York
West Palm Beach,Florida
St Louis,Missouri
Washington Dc-Baltimore,
Chicago,Illinois
New York,New York
Denver Metropolitan,
Sarasota,Florida
Dallas-Fort Worth Metroplex,
,
Medford,Oregon
Wilmington,Delaware
Houston,Texas
Canton,Ohio
Charlotte Metro,
Clearwater,Florida
Raleigh-Durham-Chapel Hill,
Warren,New Jersey
Celina,Ohio
Lewisville,Texas
Dallas-Fort Worth Metroplex,
Plano,Texas
Atlanta Metropolitan,
Piscataway,New Jersey
Sarasota,Florida
Culver,Indiana
Matthews,North Carolina
Portland,Oregon
Pasadena,California
Sarasota,Florida
Trenton,New Jersey
Los Angeles,California
Orlando,Florida
Washington Dc-Baltimore,
New York  Metropolitan,
Boca Raton,Florida
Sterling,Virginia
Los Angeles Metropolitan,
Cincinnati,Ohio
Springfield,Missouri
Westchester,Illinois
Greater Minneapolis-St. Paul,
Leesburg,Virginia
Omaha,Nebraska
Fort Worth,Texas
Fort Washington,Pennsylvania
Chicago,Illinois
San Diego,California
Springboro,Ohio
Dallas-Fort Worth Metroplex,
Jackson,Mississippi
Santa Ana,California
San Marcos,California
Cave Creek,Arizona
San Mateo,California
Wilmington,Delaware
Collegeville,Pennsylvania
Paris,Texas
Charlotte,North Carolina
Stewartsville,New Jersey
San Francisco,California
Capitol Heights,Maryland
Washington Dc-Baltimore,
Odenton,Maryland
New York,New York
Nashville,Tennessee
Dallas-Fort Worth Metroplex,
Portland,Oregon
Alpharetta,Georgia
Palm Beach Gardens,Florida
Atlanta,Georgia
Allen,Texas
Knoxville,Tennessee
Greater Philadelphia,
Azle,Texas
Carrollton,Texas
Union,Washington
Minneapolis,Minnesota
Charlotte Metro,
Glendale,New York
Brockway,Pennsylvania
Fairview,North Carolina
Troy,Michigan
Greater Chicago,
Bloomfield,Connecticut
Cincinnati Metropolitan,
Houston,Texas
New York  Metropolitan,
Greater Philadelphia,
San Francisco Bay,
,
Pharr,Texas
Wayne,Pennsylvania
Richmond,Virginia
Santa Clara,California
Bergenfield,New Jersey
Cheyenne,Wyoming
Manchester,Connecticut
Naperville,Illinois
Mechanicsburg,Pennsylvania
Greater Reno,
Houston,Texas
Irvine,California
Tucker,Georgia
Draper,Utah
,
Denver,Colorado
Greater Chicago,
Spring,Texas
Tulsa Metropolitan,
Haines,Florida
Baltimore,Maryland
New York,New York
Boston,Massachusetts
Durham,North Carolina
Jackson,Mississippi
San Antonio,Texas
Ferndale,Washington
Monmouth Junction,New Jersey
New York  Metropolitan,
Dallas,Texas
New York  Metropolitan,
Commerce,California
Greater Bloomington,Illinois Area
Madison,Wisconsin
Fountain Valley,California
Austin,Texas
Washington,District of Columbia
Henderson,Nevada
Greater Philadelphia,
Dayton,Ohio
Piscataway,New Jersey
Vienna,Virginia
Kansas  Metropolitan,
Salt Lake,Utah
Syosset,New York
Indianapolis,Indiana
Los Angeles,California
Washington Dc-Baltimore,
Huntsville,Alabama
Atlanta,Georgia
Cleveland,Ohio
Milwaukee,Wisconsin
New Baltimore,Michigan
Dallas-Fort Worth Metroplex,
San Antonio,Texas
Cambridge,Massachusetts
,
Kaufman,Texas
Downey,California
Westport,Connecticut
Boston,Massachusetts
Riverview,Michigan
Chester,New Hampshire
Dallas,Texas
Chicago,Illinois
Dallas,Texas
Atlanta,Georgia
Greater Orlando,
Pasadena,California
Orange County,California
Plano,Texas
New York,New York
Norfolk,Virginia
Sherman,Texas
Middletown,Connecticut
Omaha,Nebraska
San Jose,California
Columbus,Ohio
Brookfield,Wisconsin
Addison,Illinois
Los Angeles,California
Phoenix,Arizona
Greensboro--Winston-Salem--High Point,
Edison,New Jersey
Dallas-Fort Worth Metroplex,
Trabuco Canyon,California
Washington Dc-Baltimore,
Scottsdale,Arizona
Greater Tampa Bay,
Franklin,Massachusetts
Washington Dc-Baltimore,
West Hollywood,California
Washington,District of Columbia
Dunellen,New Jersey
Attleboro Falls,Massachusetts
Vienna,Virginia
Jacksonville,Florida
Pittsburgh,Pennsylvania
Chicago,Illinois
Cumming,Georgia
Fairfax County,Virginia
Natick,Massachusetts
Newark,Delaware
Fort Lauderdale,Florida
Salt Lake,South Australia
Washington,District of Columbia
Princeton,New Jersey
Portland,Oregon
Wilmington,Delaware
San Antonio,Texas
Portland,Oregon
Syracuse,New York
Walnut Creek,California
New York,New York
Hingham,Massachusetts
Milford,Connecticut
San Francisco,California
New York  Metropolitan,
Boston,Massachusetts
Pittsburgh,Pennsylvania
New Orleans,Louisiana
United States,North America
Washington Dc-Baltimore,
Atlanta,Georgia
Dallas-Fort Worth Metroplex,
,
Woodland Hills,California
Fort Lauderdale,Florida
Osseo,Minnesota
Las Vegas,Nevada
Green Bay,Wisconsin
San Diego,California
Austin,Texas
Houston,Texas
Los Angeles,California
Miami,Florida
Los Angeles,California
Raleigh-Durham-Chapel Hill,
Los Angeles Metropolitan,
Sugar Land,Texas
,
Wylie,Texas
Escondido,California
Aliso Viejo,California
Washington Dc-Baltimore,
Rolling Meadows,Illinois
Chantilly,Virginia
Chantilly,Virginia
Mashpee,Massachusetts
Roswell,Georgia
Portland,Oregon
Milwaukee,Wisconsin
Jacksonville,Florida
Los Angeles,California
Greater Richmond Region,
Belmar,New Jersey
,
Ladera Ranch,California
Melville,New York
Phoenix,Arizona
Towson,Maryland
Pittsburgh,Pennsylvania
Boston,Massachusetts
Cincinnati Metropolitan,
Allentown,Pennsylvania
New York,New York
Greater Cleveland,
Phoenix,Arizona
Atlanta,Georgia
Troy,Michigan
Greater Boston,
,
Phoenix,Arizona
New York,New York
Frederick,Maryland
Manchester,Manchester
Highland Park,Illinois
Indian Trail,North Carolina
Detroit Metropolitan,
Tampa,Florida
San Jose,California
Euless,Texas
Glen Mills,Pennsylvania
Salt Lake,South Australia
Dallas-Fort Worth Metroplex,
Cumberland County,Maine
Washington Dc-Baltimore,
Philadelphia,Pennsylvania
Hayward,California
Atlanta,Georgia
Tulsa Metropolitan,
San Diego,California
New York,New York
New York,New York
Albany,New York
,
Tucker,Georgia
Edison,New Jersey
Atlanta,Georgia
New York,New York
New York,New York
Greater Chicago,
Atlanta Metropolitan,
Los Angeles,California
Farmington,Connecticut
Columbia,Missouri
Knoxville Metropolitan,
Victorville,California
Spokane,Washington
Lafayette,Colorado
Burke,Virginia
Annapolis Junction,Maryland
Akron,Ohio
Nashville,Tennessee
Palo Alto,California
Monroe,New York
Woburn,Massachusetts
Hartford,Connecticut
San Francisco Bay,
Houston,Texas
Los Angeles,California
San Diego County,California
Durham,North Carolina
Atlanta Metropolitan,
Keller,Texas
Denver,Colorado
Hacienda Heights,California
Wheeling,West Virginia
El Paso,Texas
Dallas-Fort Worth Metroplex,
Atlanta Metropolitan,
Charlotte,North Carolina
Norfolk,Virginia
Arlington,Virginia
Birmingham,Alabama
Raleigh,North Carolina
Baltimore,Maryland
Dallas,Texas
Springfield,Missouri
Greater Minneapolis-St. Paul,
Albany,New York
Fort Lauderdale,Florida
Columbia,Missouri
Media,Pennsylvania
Minnetonka,Minnesota
Miami,Florida
Alpharetta,Georgia
New York,New York
Columbus,Ohio
Apex,North Carolina
Rockaway,New Jersey
Gainesville,Florida
Baltimore,Maryland
Cincinnati,Ohio
New York,New York
Deerfield,Illinois
New York,New York
West Chester,Pennsylvania
Delray Beach,Florida
Edmond,Oklahoma
San Francisco Bay,
Overland Park,Kansas
Walnut Creek,California
Atlanta,Georgia
New York  Metropolitan,
Walnut,California
Ann Arbor,Michigan
Glen Ellyn,Illinois
Philadelphia,Pennsylvania
Greater Orlando,
Denver,Colorado
Plano,Texas
Frisco,Texas
Hartford,Connecticut
Dallas,Texas
Buffalo-Niagara Falls,
Denver,Colorado
New York,New York
Baltimore,Maryland
Greater Houston,
Lynnfield,Massachusetts
Greater Philadelphia,
Washington,District of Columbia
Raleigh-Durham-Chapel Hill,
Greater Chicago,
Miami Beach,Florida
Lone Tree,Iowa
Washington Dc-Baltimore,
Suwanee,Georgia
Dallas-Fort Worth Metroplex,
Warrington,Pennsylvania
Boston,Massachusetts
Fredericksburg,Virginia
Sun Prairie,Wisconsin
Knoxville,Tennessee
Atlanta,Georgia
Annapolis,Maryland
Woodinville,Washington
Medford,Oregon
Greater Cleveland,
Woodland Hills,California
San Diego,California
Detroit Metropolitan,
Annapolis,Maryland
Seabrook,New Hampshire
Blue Bell,Pennsylvania
Seattle,Washington
Ashburn,Virginia
Hartford,Connecticut
Boston,Massachusetts
Cranberry Township,Pennsylvania
Fremont,California
Erie,Pennsylvania
Kirkland,Washington
Austin,Texas
Austin,Texas
,
Parker,Colorado
Indianapolis,Indiana
Wrentham,Massachusetts
Greater Chicago,
Grand Rapids,Michigan
Greater Minneapolis-St. Paul,
Media,Pennsylvania
Mount Juliet,Tennessee
New York,New York
Chicago,Illinois
West Bloomfield,Michigan
Washington Dc-Baltimore,
Chicago,Illinois
Portland,Oregon
Waldorf,Maryland
Greater Boston,
Greater Milwaukee,
Los Angeles,California
Dane County,Wisconsin
New York,New York
Greater Philadelphia,
New York,New York
Carteret,New Jersey
Fiskdale,Massachusetts
Dallas,Texas
Greater Lewiston,
New York,New York
Tyler,Texas
Austin,Texas
Salt Lake  Metropolitan,
Brighton,Michigan
New York,New York
New York,New York
Vienna,Virginia
Clovis,California
Seattle,Washington
Greater Philadelphia,
Tirupati,Andhra Pradesh
Miami-Fort Lauderdale,
Philadelphia,Pennsylvania
Minneapolis,Minnesota
Joliet,Illinois
Poughkeepsie,New York
Chicago,Illinois
Greater Chicago,
Omaha,Nebraska
Greater Minneapolis-St. Paul,
Washington,District of Columbia
Atlanta Metropolitan,
Atlanta Metropolitan,
Portland,Oregon
Springfield,Missouri
Dallas-Fort Worth Metroplex,
Rancho Santa Margarita,California
New York,New York
Dallas,Texas
West Palm Beach,Florida
Mission Viejo,California
Venice,Florida
Fort Lauderdale,Florida
Raleigh,North Carolina
Township Of Mahwah,New Jersey
Greater Philadelphia,
Southborough,Massachusetts
Chicago,Illinois
Orange County,California
Denver,Colorado
Cumming,Georgia
New York,New York
Miamisburg,Ohio
Los Angeles Metropolitan,
Avon,Connecticut
Springfield,Missouri
Dallas-Fort Worth Metroplex,
Carmel Valley,California
Marietta,Ohio
Miami-Fort Lauderdale,
New York,New York
Chicago,Illinois
Janesville,Wisconsin
San Francisco Bay,
Atlanta Metropolitan,
Santa Fe,New Mexico
San Jose,California
Houston,Texas
Milwaukee,Wisconsin
Nolensville,Tennessee
Salt Lake,Utah
Redmond,Washington
Cambridge,Massachusetts
Laguna Niguel,California
Greater Boston,
Bethesda,Maryland
Milford,Connecticut
Frisco,Texas
Birmingham,Birmingham
Willow Spring,North Carolina
Naperville,Illinois
Greater Tampa Bay,
New York,New York
Omaha,Nebraska
Denver Metropolitan,
Provo,Utah
Alpharetta,Georgia
Vero Beach,Florida
Miami-Fort Lauderdale,
Kansas  Metropolitan,
,
Cambridge,Massachusetts
Oak Park,Illinois
Atlanta Metropolitan,
Fort Lauderdale,Florida
Detroit Metropolitan,
Greater Milwaukee,
Brookfield,Wisconsin
New York,New York
Greater Orlando,
Dallas-Fort Worth Metroplex,
Houston,Texas
El Paso,Texas
Baltimore,Maryland
Flower Mound,Texas
Greater Boston,
Grapevine,Texas
Downers Grove,Illinois
Boston,Massachusetts
Bedford,Massachusetts
Atlanta,Georgia
Detroit,Michigan
Halethorpe,Maryland
New York  Metropolitan,
Irvine,California
Dallas,Texas
Washington Dc-Baltimore,
Denver,Colorado
Glen Allen,Virginia
Hilton Head Island,South Carolina
Arlington,Virginia
Encinitas,California
Cambridge,Massachusetts
Somerset,New Jersey
Phoenix,Arizona
Livonia,Michigan
Greater Boston,
Carlsbad,California
Woodland Hills,California
Spokane,Washington
Cleveland,Ohio
Suwanee,Georgia
San Francisco,California
Oklahoma,Oklahoma
Brunswick,Maine
Agoura Hills,California
Charleston,South Carolina
Snohomish,Washington
Lancaster County,Pennsylvania
Greater Milwaukee,
Washington,District of Columbia
Chicago,Illinois
Orange County,California
Irvine,California
Denver,Colorado
Walnut Creek,California
Castle Rock,Colorado
Castle Rock,Colorado
Silver Spring,Maryland
Austin,Texas
Philadelphia,Pennsylvania
New York,New York
Farmington,Connecticut
Huntsville-Decatur-Albertville,
Irvine,California
Cary,North Carolina
Houston,Texas
West Palm Beach,Florida
Aliso Viejo,California
St Louis,Missouri
Denver Metropolitan,
Massapequa,New York
Carmel,Indiana
Atlanta,Georgia
Chicago,Illinois
Brooklyn,New York
Oak Brook,Illinois
Ossining,New York
Mentor,Ohio
Greater Minneapolis-St. Paul,
Houston,Texas
Cleveland,Ohio
Sarasota,Florida
Los Angeles,California
California,Maryland
Greater Phoenix,
Baltimore,Maryland
Richmond,Virginia
Omaha,Nebraska
South San Francisco,California
Herriman,Utah
Cleveland,Ohio
Oak Park,Illinois
Minneapolis,Minnesota
Lexington,Kentucky
Atlanta,Georgia
Los Angeles Metropolitan,
North Andover,Massachusetts
New Port Richey,Florida
Manassas,Virginia
Washington Dc-Baltimore,
Denver Metropolitan,
Canton,Ohio
Burlington,Massachusetts
Atlanta,Georgia
Dallas-Fort Worth Metroplex,
Grand Blanc,Michigan
Falls Church,Virginia
Greenvale,New York
Richmond,Virginia
Denver Metropolitan,
Parsippany,New Jersey
San Francisco Bay,
Atlanta Metropolitan,
Austin,Texas
Minneapolis,Minnesota
Madison,Wisconsin
Denver,Colorado
Arlington,Virginia
Durham,North Carolina
Chicago,Illinois
Salt Lake  Metropolitan,
Los Angeles,California
Greater Seattle,
Boston,Massachusetts
Londonderry,New Hampshire
Dallas,Texas
Houston,Texas
Rolling Meadows,Illinois
Dallas,Texas
Somerville,Massachusetts
Bethesda,Maryland
Sacramento,California
San Francisco Bay,
Holmdel,New Jersey
San Diego,California
Minneapolis,Minnesota
Washington,District of Columbia
Naperville,Illinois
Kansas  Metropolitan,
Franklin,Massachusetts
Chicago,Illinois
Leesburg,Virginia
Cincinnati,Ohio
Round Rock,Texas
Takoma Park,Maryland
New York  Metropolitan,
Danville,California
Boulder,Colorado
Atlanta,Georgia
Los Angeles,California
Gilbert,Arizona
Atlanta,Georgia
Lansing,Michigan
Plano,Texas
Smithtown,New York
Fremont,California
Greater Richmond Region,
Hampstead,New Hampshire
Rochester,New York
Raynham,Massachusetts
San Diego,California
Collegeville,Pennsylvania
Bradenton,Florida
Orange County,California
West Chester,Pennsylvania
Springfield,Missouri
Baltimore,Maryland
Scottsdale,Arizona
St Petersburg,Florida
Greater Boston,
Greater Tampa Bay,
New York,New York
San Francisco,California
Carlsbad,California
Washington,District of Columbia
Austin,Texas
San Francisco,California
Mishawaka,Indiana
Arlington,Virginia
San Diego,California
Portland,Oregon
Northridge,California
Denver Metropolitan,
Greater Chicago,
Kansas  Metropolitan,
Wilkesboro,North Carolina
Phoenix,Arizona
San Francisco Bay,
Boston,Massachusetts
Washington Dc-Baltimore,
San Diego,California
Boynton Beach,Florida
Woodland Hills,California
Exton,Pennsylvania
Washington Dc-Baltimore,
Oklahoma  Metropolitan,Oklahoma
Long Branch,New Jersey
St Petersburg,Florida
Seattle,Washington
Hillsboro,Oregon
Mission,Kansas
Oak Brook,Illinois
Cambridge,Massachusetts
Chicago,Illinois
Johnson,Vermont
Petoskey,Michigan
Westport,Connecticut
Greater Lexington,
Farmington,Connecticut
Cambridge,Massachusetts
Savannah,Georgia
Pittsburgh,Pennsylvania
Atlanta,Georgia
Los Angeles,California
West Des Moines,Iowa
Knoxville,Tennessee
King Of Prussia,Pennsylvania
Edison,New Jersey
Beacon,New York
Miami,Florida
Flower Mound,Texas
Atlanta,Georgia
Houston,Texas
Tampa,Florida
Annapolis,Maryland
New York,New York
Philadelphia,Pennsylvania
San Francisco,California
Seattle,Washington
Greater Minneapolis-St. Paul,
Burlington,Ontario
Denver,Colorado
Miami-Fort Lauderdale,
Fort Leonard Wood,Missouri
Abilene,Texas
Matawan,New Jersey
Naperville,Illinois
Dallas,Texas
Greater Seattle,
Hoffman Estates,Illinois
Grand Rapids Metropolitan,
Chicago,Illinois
Greater Chicago,
Ladera Ranch,California
New York  Metropolitan,
New York,New York
San Jose,California
Bethesda,Maryland
Richmond,Virginia
Phoenix,Arizona
New York  Metropolitan,
Reston,Virginia
Charlotte,North Carolina
Independence,Ohio
Columbus,Ohio
Greater Boston,
Cambridge,Massachusetts
Carrollton,Texas
San Marcos,California
Seattle,Washington
Greater Philadelphia,
Boston,Massachusetts
Seattle,Washington
Santa Monica,California
New York  Metropolitan,Connecticut
Santa Monica,California
Greater Cleveland,
Denver,Colorado
San Francisco Bay,
Orange County,California
Denver,Colorado
Denver,Colorado
Dallas,Texas
New York,New York
Charlotte,North Carolina
Miami-Fort Lauderdale,
Rochester,New York
Ashburn,Virginia
,
Roanoke,Virginia
Dallas-Fort Worth Metroplex,
Los Gatos,California
Los Angeles,California
New York,New York
Greater Indianapolis,
Washington,District of Columbia
Washington Dc-Baltimore,
Miami Beach,Florida
Fort Lauderdale,Florida
Baltimore,Maryland
Rockville,Maryland
Carmel,Indiana
Saratoga Springs,New York
Boston,Massachusetts
San Jose,California
Denver,Colorado
Boston,Massachusetts
Aiken,South Carolina
Metuchen,New Jersey
Greater Seattle,
Milford,Connecticut
Austin,Texas
Chandler,Arizona
Miami,Florida
Greater Tampa Bay,
Bellevue,Washington
Denver Metropolitan,
